"","NA.","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)"
"11",NA,8,6,2,2,2,4,3,3,2,6,5,7,4,2,2,3,1,3,2,3,4,5,6,3,3,3,2,3,1,3,2,4,3,2,2,6,3,2,1,3,4,2,8,2,5,1,4,1,3,3,0,2,2,4,0,3,3,7,5,0,2,3,4,6,1,4,5,2,2,8,4,3,0,5,5,1,4,1,4,4,3,3,2,5,2,2,2,0,2,6,2,4,3,4,2,4,5,6,1,2
"12",NA,4,5,4,2,2,1,1,4,4,4,3,1,3,3,6,1,3,2,2,2,2,1,3,3,3,3,2,0,5,6,3,3,5,3,1,4,2,6,3,2,4,2,2,4,3,1,3,4,2,4,4,3,2,5,4,4,4,6,4,5,1,2,0,3,7,5,1,3,3,3,0,1,7,1,2,8,3,2,5,4,5,5,2,1,2,1,5,1,3,1,2,3,5,4,2,2,6,2,4,2
"13",NA,4,1,4,3,3,1,1,6,3,3,3,3,3,6,5,2,6,2,1,3,2,4,4,2,4,2,2,1,5,2,2,3,4,1,2,3,4,8,6,2,4,6,2,3,4,2,2,8,4,3,2,6,8,1,3,3,0,2,4,3,3,3,1,3,1,6,3,1,4,3,0,2,5,4,5,5,3,3,5,2,3,3,0,4,3,5,5,2,2,3,2,4,1,5,3,5,4,2,0,2
"14",NA,3,3,3,1,3,3,2,2,5,6,1,4,6,4,8,3,3,3,1,3,3,4,4,4,1,4,2,1,6,3,3,4,4,2,3,2,1,5,1,3,1,3,5,4,5,5,6,4,6,2,3,1,2,2,2,5,1,6,2,4,3,3,4,1,4,8,2,4,4,4,1,2,3,2,1,4,4,2,7,2,4,4,1,2,4,2,1,2,3,0,6,1,2,9,0,4,3,2,4,3
"15",NA,4,1,9,2,2,3,2,4,5,5,5,1,4,1,3,2,1,4,2,1,4,1,5,1,4,1,2,5,4,2,0,1,5,2,4,1,1,4,2,4,4,1,5,7,3,4,2,1,5,7,5,2,5,6,4,4,0,1,9,7,1,1,4,1,2,2,3,1,3,5,4,3,3,9,5,4,4,0,2,2,3,5,2,6,1,1,1,3,3,1,4,1,5,4,3,7,4,0,2,3
"16",NA,3,1,4,2,6,6,0,5,2,2,1,3,3,3,2,4,3,2,4,5,7,4,4,3,2,5,4,3,2,3,0,2,1,4,3,1,4,6,3,4,2,4,3,4,3,5,2,4,2,1,1,4,4,3,5,4,2,3,4,0,3,1,0,2,4,4,6,2,1,1,2,1,3,6,5,1,1,1,4,0,2,2,1,3,2,3,1,1,5,3,3,3,0,2,2,5,5,3,0,2
"17",NA,3,8,4,4,5,4,2,1,3,3,2,4,5,3,3,3,3,1,2,2,3,5,8,1,4,2,1,3,3,3,4,3,3,5,0,3,4,4,5,2,4,5,2,1,3,1,2,6,6,2,2,4,4,4,1,7,2,6,2,1,2,4,3,8,3,4,6,4,6,7,1,3,3,4,2,6,5,2,3,1,5,4,2,3,3,2,5,6,9,2,3,2,4,2,4,1,4,2,4,4
"18",NA,6,3,6,2,8,4,4,12,4,9,4,5,1,1,6,4,4,3,5,2,6,4,6,4,4,4,1,0,6,8,2,6,1,6,4,3,2,2,5,4,3,5,2,5,1,4,4,7,4,4,1,8,6,4,1,8,5,3,5,7,1,5,3,7,3,5,3,11,4,5,3,2,3,6,3,4,2,1,7,4,2,3,2,1,5,1,2,8,8,4,2,4,4,4,4,3,1,4,2,5
"19",NA,7,3,4,3,5,5,3,7,4,2,10,4,1,2,6,5,6,4,5,5,7,6,7,3,4,6,3,5,5,6,6,3,4,4,3,6,1,4,8,3,5,4,4,5,6,2,7,6,1,6,7,7,3,11,2,3,0,5,9,6,4,5,2,8,3,4,3,4,1,5,2,2,2,3,6,2,4,2,5,6,5,4,3,5,4,5,7,3,5,4,3,4,8,5,2,3,3,3,3,7
"20",NA,7,7,11,2,5,7,6,5,5,10,9,5,2,5,6,7,4,5,3,5,5,8,6,4,5,9,3,6,5,2,3,11,4,9,4,9,5,15,7,3,5,7,8,6,6,4,8,6,2,6,3,12,5,7,9,4,6,4,5,7,6,6,6,3,8,6,4,6,8,6,7,4,4,4,4,4,7,3,6,4,8,7,4,7,4,3,7,5,6,3,5,8,4,3,7,5,1,3,3,4
"21",NA,9,6,8,3,8,7,5,4,5,8,7,7,10,9,6,9,7,9,6,4,12,9,8,7,9,4,3,8,9,5,8,6,3,7,7,9,6,4,9,4,5,4,4,5,5,4,4,6,2,8,5,7,7,11,10,3,4,8,6,12,8,7,7,5,5,6,5,6,5,7,4,6,4,5,10,6,10,6,10,6,6,5,6,5,7,5,8,7,8,5,6,5,9,5,9,5,8,2,5,5
"22",NA,9,11,14,3,9,6,6,5,8,10,12,11,5,7,11,11,6,10,7,2,6,10,8,5,10,7,3,12,10,3,12,9,5,7,10,9,8,6,11,5,7,7,9,1,10,10,5,10,2,11,4,15,8,7,6,4,6,9,4,11,10,8,9,7,4,5,13,4,10,7,9,4,2,10,9,9,13,6,12,9,12,9,9,7,9,3,7,15,8,7,11,7,13,8,9,6,8,6,7,8
"23",NA,14,8,12,5,10,6,3,2,14,12,13,12,8,9,8,11,10,9,9,7,10,8,5,5,14,12,5,10,18,3,14,12,6,10,12,14,6,9,13,6,9,9,7,6,13,9,6,7,3,12,5,15,9,6,8,4,7,6,5,14,11,11,11,11,9,4,9,10,16,8,11,6,1,10,9,17,12,9,17,8,11,12,12,9,10,2,10,11,11,7,9,11,14,5,12,10,7,3,9,7
"24",NA,23,8,21,8,10,4,2,3,12,13,20,17,10,15,11,17,11,12,12,6,16,9,6,8,13,16,4,13,21,11,16,11,5,11,16,17,6,9,16,6,15,10,10,5,15,10,9,11,2,13,6,16,10,8,12,5,7,11,8,12,15,15,13,13,9,6,17,12,17,13,12,6,1,7,10,19,17,10,14,11,10,9,15,14,12,4,13,15,12,8,10,10,13,11,11,13,13,2,12,10
"25",NA,29,12,20,8,14,6,6,7,12,13,19,20,6,16,15,22,15,15,13,4,17,16,5,8,26,11,5,12,19,10,16,21,11,21,19,17,10,15,17,5,11,13,14,6,8,12,11,10,3,23,4,19,8,15,13,8,7,5,10,21,19,16,14,19,14,3,19,12,18,17,15,9,4,13,15,20,20,10,16,13,15,15,21,14,13,6,18,21,15,11,14,13,19,10,11,16,13,5,15,12
"26",NA,27,17,20,5,18,3,6,3,13,17,21,20,4,18,14,25,15,15,13,4,17,12,6,7,24,20,4,16,24,4,27,22,15,20,25,20,7,19,17,7,17,12,13,2,12,12,9,13,3,20,11,24,14,14,17,4,9,9,6,22,19,21,16,24,13,6,14,15,16,21,16,10,4,13,14,28,27,15,21,12,12,11,24,18,13,3,18,19,14,12,17,16,25,13,22,21,17,2,19,15
"27",NA,26,22,21,5,24,8,6,3,24,18,23,22,12,27,18,18,20,17,16,5,23,15,11,4,25,18,5,18,31,6,29,19,11,23,22,20,12,21,27,8,14,12,15,5,10,15,7,18,7,28,9,21,11,17,19,6,9,8,9,28,16,23,19,25,18,11,21,15,18,19,20,11,4,12,12,30,25,18,19,11,21,8,24,22,14,4,20,18,19,16,15,18,26,8,14,16,15,3,20,19
"28",NA,34,16,25,5,25,6,5,1,20,17,26,29,7,31,17,22,16,22,14,4,26,16,6,8,22,20,5,21,34,9,31,21,13,25,26,30,8,19,25,9,19,21,11,5,12,15,8,22,1,25,5,29,12,23,20,10,7,13,12,26,17,25,19,35,14,8,18,19,16,22,23,13,1,11,17,35,24,20,17,22,14,9,30,22,17,11,24,20,18,10,16,16,27,11,21,21,21,5,23,20
"29",NA,30,27,25,8,31,4,10,5,22,22,29,31,9,41,24,30,21,20,21,4,25,14,12,8,30,24,8,25,30,10,31,26,12,24,29,26,11,18,24,3,20,24,21,5,10,9,10,23,5,29,8,27,16,15,22,10,7,7,6,29,21,26,23,34,11,8,20,23,26,18,24,11,1,14,16,37,33,22,24,19,19,15,29,23,21,4,28,24,15,14,22,21,29,11,20,30,20,4,25,21
"30",NA,37,23,24,8,33,12,8,6,25,27,32,34,8,36,22,34,24,22,20,6,23,26,8,9,32,25,6,26,35,10,28,30,15,29,30,26,15,21,30,16,24,16,23,4,18,17,10,28,2,25,9,33,18,24,26,10,4,9,6,31,20,24,30,36,20,7,19,21,28,27,27,16,3,11,18,44,28,22,25,20,18,15,31,23,22,7,30,26,27,19,22,20,34,12,25,22,20,8,28,23
"31",NA,37,28,31,9,30,9,8,5,28,24,39,36,10,40,21,29,27,25,20,3,25,25,7,8,37,30,10,29,34,4,35,32,11,30,31,31,11,19,29,11,27,19,22,2,14,18,12,32,3,30,11,28,19,20,32,14,13,12,8,37,20,29,31,33,20,9,26,22,27,31,25,21,4,18,21,43,31,23,34,22,30,15,33,24,25,8,30,28,23,19,24,20,39,14,21,21,27,4,28,23
"32",NA,37,28,29,8,35,11,8,6,27,25,33,35,8,45,19,31,25,30,21,5,28,27,12,4,36,25,10,31,39,6,35,29,19,33,32,38,18,25,37,10,29,31,24,4,20,20,16,33,5,27,13,37,17,25,28,9,8,13,13,34,24,32,35,42,20,8,26,33,34,27,32,19,4,19,21,45,33,29,29,22,24,11,35,26,27,8,38,29,23,19,21,23,45,12,22,31,27,4,32,28
"33",NA,42,31,34,14,38,12,11,4,28,35,35,37,12,39,25,34,25,29,21,4,31,30,8,13,39,30,12,31,41,7,37,37,25,36,37,34,17,27,34,14,31,31,24,5,15,20,13,37,7,36,10,33,19,27,30,17,11,8,11,37,25,34,29,38,30,12,27,24,40,31,28,19,2,25,30,43,34,29,36,23,33,18,33,30,26,9,35,28,22,25,27,25,40,17,29,43,30,6,38,32
"34",NA,44,30,37,9,40,5,9,4,32,34,36,36,12,38,30,35,30,27,26,4,30,30,5,13,39,31,11,37,44,6,34,37,21,35,37,35,18,31,46,13,37,29,25,7,24,19,11,35,2,34,13,39,22,30,32,10,9,12,10,43,24,29,34,32,21,9,32,23,40,34,34,21,3,20,27,52,30,34,38,26,31,19,36,37,23,12,39,28,22,28,28,29,43,19,27,38,27,4,37,31
"35",NA,39,35,30,7,40,11,13,5,31,34,38,44,15,43,21,34,30,28,24,6,38,34,13,16,42,32,14,37,42,6,38,39,18,33,38,29,19,28,38,15,30,35,31,8,17,20,9,44,9,36,11,33,29,21,29,21,10,9,15,44,28,38,36,43,26,9,31,25,44,30,31,20,2,22,32,50,36,33,36,27,26,19,36,29,26,8,40,34,28,32,28,34,45,17,31,37,29,2,35,36
"36",NA,43,37,35,14,45,14,12,5,35,34,42,40,22,42,29,34,25,34,25,7,33,35,11,14,47,29,13,35,45,13,42,37,20,40,38,37,19,37,38,15,34,32,26,1,20,20,14,41,3,35,13,42,26,23,30,19,14,12,18,38,28,32,39,38,24,12,34,29,36,32,35,22,2,25,32,49,36,36,34,29,36,22,37,35,25,8,41,33,33,34,33,33,42,17,34,37,33,2,38,31
"37",NA,47,43,37,12,42,18,14,10,27,27,46,46,16,41,31,33,32,28,27,8,40,37,13,14,40,35,15,38,56,12,41,33,26,36,36,34,22,36,40,14,27,36,32,4,16,19,9,40,3,29,12,40,26,28,30,19,15,11,10,45,36,36,35,44,31,12,32,32,37,35,34,31,5,24,28,55,39,37,37,26,36,21,32,37,28,11,48,35,30,30,35,29,37,20,34,35,35,4,38,32
"38",NA,48,46,37,13,40,12,15,6,37,39,50,49,20,43,32,37,30,32,28,7,34,37,6,16,40,39,11,37,46,5,44,40,26,37,32,39,23,35,36,15,35,39,35,3,19,21,9,42,2,39,16,38,27,29,29,16,15,9,14,41,29,34,42,43,25,10,30,28,30,32,34,29,3,25,34,50,38,38,40,29,34,27,37,42,28,11,50,38,22,32,31,31,46,24,32,39,38,8,40,34
"39",NA,47,42,40,17,43,12,13,8,33,40,47,52,18,48,24,43,29,34,31,7,46,38,14,20,42,38,13,38,43,7,47,44,22,41,39,38,20,34,37,18,40,35,33,5,15,23,16,36,11,36,12,42,26,29,30,19,13,9,13,45,30,35,40,41,28,8,33,34,37,39,35,28,4,23,36,48,43,36,45,27,33,25,37,35,30,10,50,39,36,34,38,35,44,20,35,36,43,3,36,33
"40",NA,49,39,38,14,46,14,16,7,35,33,47,52,19,49,33,35,37,37,26,6,38,42,8,18,40,37,13,32,52,13,41,43,33,36,38,35,24,32,39,19,35,46,38,7,19,24,17,43,3,46,14,47,24,34,35,25,17,10,21,46,34,33,47,43,29,12,37,35,39,42,43,29,5,27,37,43,39,40,44,28,35,24,40,41,26,8,51,43,32,31,38,35,44,18,34,38,34,3,35,36
"41",NA,45,41,31,16,46,15,15,3,40,37,49,51,19,47,32,40,31,34,35,5,33,44,16,19,44,35,13,43,49,7,45,37,30,41,35,41,25,34,46,19,35,47,39,6,19,30,19,41,6,43,15,49,34,29,33,22,13,13,15,49,36,35,45,40,31,11,38,36,44,35,37,31,5,32,37,48,39,41,46,28,27,26,37,40,30,11,56,39,29,30,32,35,44,23,38,42,34,8,36,37
"42",NA,50,44,33,15,47,17,16,4,42,38,46,47,20,51,39,42,35,34,31,5,37,37,14,19,53,36,11,42,49,10,46,39,31,38,41,43,26,39,46,20,40,43,34,7,19,30,13,47,10,38,15,43,28,35,34,31,16,17,15,54,34,36,44,46,34,12,33,41,38,41,39,34,5,27,32,53,47,45,41,37,36,23,39,43,31,19,53,46,31,35,37,32,49,24,41,38,37,3,43,36
"43",NA,48,39,39,13,40,17,15,10,42,39,45,50,19,51,33,44,40,36,34,5,40,42,14,18,45,42,16,45,57,10,48,35,29,35,44,42,29,38,46,17,43,42,33,10,26,29,17,47,10,40,16,44,34,34,32,24,16,16,23,49,34,36,38,48,35,13,39,35,45,41,41,32,0,28,33,59,44,44,49,29,40,25,36,36,30,17,52,39,35,40,34,35,55,25,35,41,45,6,41,37
"44",NA,51,41,40,15,48,19,19,5,39,39,52,46,22,59,38,37,40,36,37,6,39,42,16,18,37,35,16,45,55,7,49,37,30,49,42,43,27,40,38,17,37,44,38,11,23,28,16,43,11,38,16,45,29,33,35,25,20,14,13,48,35,38,44,48,35,16,31,38,44,45,39,32,5,28,38,53,42,44,43,34,38,26,44,46,32,16,55,47,36,39,36,40,56,25,36,39,40,5,42,37
"45",NA,45,42,38,15,47,21,21,4,39,44,53,55,22,58,36,41,36,35,33,6,41,39,16,17,44,42,19,49,57,11,46,44,29,43,35,42,26,43,45,22,47,41,38,5,26,24,14,41,7,41,15,50,28,34,36,20,26,17,17,54,32,38,44,46,40,12,38,42,42,40,42,36,2,32,37,63,46,46,48,35,40,24,42,45,32,15,55,43,37,37,43,43,46,24,40,43,34,6,40,35
"46",NA,47,44,39,14,42,23,22,7,38,39,56,50,27,54,36,41,41,35,31,13,39,37,13,20,40,36,21,47,55,13,49,43,35,47,39,50,27,39,45,20,42,43,39,12,26,31,18,50,11,42,16,45,39,36,40,23,14,16,19,53,33,37,47,52,35,16,39,40,37,41,44,33,2,28,36,60,36,48,46,30,40,26,39,43,32,16,60,48,34,44,42,40,51,25,42,50,35,9,41,34
"47",NA,48,43,38,18,46,24,21,12,43,48,51,57,19,54,39,48,39,35,31,5,46,43,18,21,45,36,22,44,59,9,49,47,35,44,41,39,31,42,40,24,48,52,39,6,23,31,15,46,11,52,14,52,36,41,39,28,14,17,16,53,32,46,41,51,39,17,35,42,43,50,43,41,0,29,40,63,42,48,56,40,38,34,44,43,29,15,64,42,35,39,38,41,48,30,42,41,40,7,47,43
