"","Iteration","learn_rate"
"1",1,0.220206082079094
"2",2,0.264578243605793
"3",3,0.224390290724114
"4",4,0.0259712650766596
"5",5,0.0438698129192926
"6",6,0.245570363043807
"7",7,0.0567258433508687
"8",8,0.157408305073623
"9",9,0.113031799860764
"10",10,0.0124199077277444
"11",11,0.268549610481132
"12",12,0.0535605173232034
"13",13,0.074545893301256
"14",14,0.0877855854458175
"15",15,0.0632390417018905
"16",16,0.250879650346469
"17",17,0.201570013989694
"18",18,0.239780600757804
"19",19,0.201303146395367
"20",20,0.0156402117596008
"21",21,0.229270729986019
"22",22,0.139156054332852
"23",23,0.031254191887565
"24",24,0.0316141794947907
"25",25,0.262393694715574
"26",26,0.0463499995134771
"27",27,0.250856980141252
"28",28,0.278254712228663
"29",29,0.20759326451458
"30",30,0.23712526768446
"31",31,0.141048828118946
"32",32,0.0635636260826141
"33",33,0.183822343188804
"34",34,0.247022089790553
"35",35,0.0194554388802499
"36",36,0.25227197518805
"37",37,0.0501607865956612
"38",38,0.203063310510479
"39",39,0.108637859255541
"40",40,0.125329015955795
"41",41,0.126909551690333
"42",42,0.220524344276637
"43",43,0.135948240652215
"44",44,0.180355397444218
"45",45,0.227508022561669
"46",46,0.254204747739714
"47",47,0.0968625378864817
"48",48,0.0535783730191179
"49",49,0.234449934046715
"50",50,0.196165737898555
"51",51,0.251113003476057
"52",52,0.276281554691959
"53",53,0.201352231851779
"54",54,0.0903328634263016
"55",55,0.130545412343927
"56",56,0.0166447822446935
"57",57,0.266066265800037
"58",58,0.266570219821297
"59",59,0.15932879996486
"60",60,0.177704563760199
"61",61,0.202161361307371
"62",62,0.214393190445844
"63",63,0.0184810209274292
"64",64,0.107921520918608
"65",65,0.149488805867732
"66",66,0.225681894794106
"67",67,0.0227474978985265
"68",68,0.255495562085416
"69",69,0.239747804580256
"70",70,0.118252760593314
"71",71,0.295465879349504
"72",72,0.240258805891499
"73",73,0.123235525868367
"74",74,0.23686240326846
"75",75,0.184563795716967
"76",76,0.127409110169392
"77",77,0.203961094620172
"78",78,0.276757636968978
"79",79,0.023572012190707
"80",80,0.253220511237159
"81",81,0.0698059864761308
"82",82,0.209428554866463
"83",83,0.216169437293429
"84",84,0.155514460541308
"85",85,0.276193851474673
"86",86,0.179802672681399
"87",87,0.246702229103539
"88",88,0.0156179650453851
"89",89,0.0612026702333242
"90",90,0.155954310165253
"91",91,0.0595185765670612
"92",92,0.0904752931324765
"93",93,0.16343200420728
"94",94,0.0351914663868956
"95",95,0.0297467841091566
"96",96,0.218326211737003
"97",97,0.235582187068649
"98",98,0.228026643537451
"99",99,0.18303256002022
"100",100,0.221400648641866
