"","Iteration","learn_rate"
"1",1,0.0939393320353702
"2",2,0.2551270294399
"3",3,0.173758930377662
"4",4,0.247381345741451
"5",5,0.155846461686306
"6",6,0.0954149365308694
"7",7,0.134356383690611
"8",8,0.242717360819224
"9",9,0.250014115090016
"10",10,0.104942691361066
"11",11,0.226715013650246
"12",12,0.078613170760218
"13",13,0.0592986879800446
"14",14,0.205831599342637
"15",15,0.165107527852524
"16",16,0.225855880926829
"17",17,0.237780365319923
"18",18,0.0940006461320445
"19",19,0.11988245153334
"20",20,0.0475674095400609
"21",21,0.0843064554897137
"22",22,0.232382418434136
"23",23,0.193486727748532
"24",24,0.22663675944088
"25",25,0.0834394792700186
"26",26,0.162544482799713
"27",27,0.287634097337723
"28",28,0.187450689240359
"29",29,0.140422464334406
"30",30,0.162746048918925
"31",31,0.0251809670613147
"32",32,0.114632962348405
"33",33,0.198944093149621
"34",34,0.161043552367482
"35",35,0.0957705769408494
"36",36,0.254213462863117
"37",37,0.287426474189851
"38",38,0.209119009885471
"39",39,0.144758723399136
"40",40,0.0753795634256676
"41",41,0.16547510399716
"42",42,0.232234092601575
"43",43,0.299371074270457
"44",44,0.0861940935696475
"45",45,0.0930755082308315
"46",46,0.235664593339898
"47",47,0.0441742618288845
"48",48,0.130065433166455
"49",49,0.0117861500009894
"50",50,0.0395869964337908
"51",51,0.105777098205872
"52",52,0.184706856878474
"53",53,0.0828715170687064
"54",54,0.0904395225923508
"55",55,0.0374135691788979
"56",56,0.2179958185344
"57",57,0.137856596705969
"58",58,0.0169913169904612
"59",59,0.291334033692256
"60",60,0.154672052471433
"61",61,0.0242770249792375
"62",62,0.0951853410736658
"63",63,0.142137373790611
"64",64,0.0498493218608201
"65",65,0.233164018206298
"66",66,0.272316624650266
"67",67,0.208408542692196
"68",68,0.216123218031134
"69",69,0.180006583868526
"70",70,0.270875615763944
"71",71,0.181730269081891
"72",72,0.214921539020725
"73",73,0.234748918625992
"74",74,0.107661855507176
"75",75,0.169986728376243
"76",76,0.0662088545202278
"77",77,0.0957990753464401
"78",78,0.22787306093378
"79",79,0.236697028884664
"80",80,0.185124667549971
"81",81,0.128827440072782
"82",82,0.0289026411576197
"83",83,0.198336207130924
"84",84,0.240909000295214
"85",85,0.142652300090995
"86",86,0.290822526582051
"87",87,0.239587511683349
"88",88,0.194236664343625
"89",89,0.0313419946306385
"90",90,0.214236825171392
"91",91,0.173827132144943
"92",92,0.288326034706552
"93",93,0.170096652987413
"94",94,0.169015806519892
"95",95,0.0119767073797993
"96",96,0.174191833857913
"97",97,0.16410418023821
"98",98,0.107507370891981
"99",99,0.231518880175427
"100",100,0.0445540543249808
