"","NA.","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)"
"11",NA,2,4,1,0,3,4,5,1,2,7,3,2,3,4,4,4,4,1,5,5,3,1,4,2,3,3,3,0,1,3,1,6,0,2,1,1,2,4,5,3,2,6,6,2,1,1,2,1,1,3,3,6,6,2,5,4,4,3,3,4,2,6,3,3,3,5,2,4,0,5,5,5,3,5,5,3,3,3,3,8,7,5,2,2,2,4,1,3,3,3,4,3,3,0,3,5,0,7,4,3
"12",NA,0,7,2,2,2,1,4,2,1,6,7,3,4,3,4,3,8,4,2,9,4,3,3,2,1,1,8,1,3,4,4,1,4,4,8,0,6,2,4,3,3,4,4,3,1,9,3,4,3,1,6,3,6,2,1,5,1,3,6,5,6,6,0,5,1,5,3,4,2,1,5,4,3,7,7,5,4,3,3,2,2,5,4,3,1,4,4,1,2,1,3,4,1,3,3,7,0,7,2,3
"13",NA,2,3,3,3,1,5,4,2,3,4,5,6,4,1,5,2,4,5,5,5,5,4,4,3,3,6,2,2,1,2,4,3,2,2,5,5,2,2,3,7,2,3,1,4,4,0,3,3,3,2,3,2,5,3,3,6,3,4,1,2,3,2,4,3,1,6,1,3,2,1,4,6,2,2,2,2,1,4,5,3,2,3,4,4,2,1,4,3,0,6,4,1,3,5,5,6,3,6,4,2
"14",NA,5,3,4,1,2,6,3,2,4,6,2,0,4,6,1,5,4,3,5,3,2,5,4,1,4,2,8,2,3,1,5,3,1,3,5,3,8,3,7,7,6,3,3,3,5,3,3,4,9,2,4,3,4,3,2,3,5,5,2,4,9,1,6,3,3,1,3,3,6,2,7,4,5,4,6,3,3,4,3,2,4,4,4,4,6,2,5,3,5,1,1,3,2,1,6,3,5,3,4,2
"15",NA,5,5,2,4,5,1,1,0,5,0,5,4,3,2,2,8,1,2,4,4,3,5,2,0,2,3,3,2,3,5,2,2,5,3,1,3,2,1,2,4,3,5,4,5,2,2,4,3,6,1,1,3,4,4,6,5,1,5,3,1,1,3,3,7,3,4,3,2,2,1,6,8,3,3,3,4,3,4,3,2,1,3,4,4,4,3,2,2,1,3,5,4,4,2,2,3,3,2,3,2
"16",NA,3,5,2,5,1,3,2,1,3,4,2,3,1,1,8,3,1,2,1,2,3,1,5,3,1,3,3,5,3,4,4,0,2,6,9,2,4,5,6,1,2,6,4,1,5,5,2,1,2,3,8,4,2,1,4,3,4,6,2,4,6,4,3,3,1,1,1,5,3,2,2,2,2,5,2,4,5,2,2,1,3,3,5,6,0,0,1,3,3,0,1,8,1,2,5,3,2,2,2,1
"17",NA,0,3,0,1,2,3,0,3,4,3,3,3,3,3,6,2,4,4,1,1,1,3,0,3,6,1,5,2,1,1,0,5,4,4,2,4,3,7,5,1,2,4,5,4,1,2,6,3,2,3,5,2,3,5,4,4,3,5,0,3,3,6,3,2,7,3,3,2,4,2,6,8,1,1,2,8,1,2,5,4,3,5,3,3,0,2,3,1,1,4,4,4,3,3,7,0,3,6,5,4
"18",NA,1,3,5,3,0,4,4,4,4,4,4,0,5,1,1,3,1,4,3,2,2,3,4,2,1,2,1,1,2,2,4,2,4,6,3,6,2,4,2,6,3,4,4,6,3,2,0,1,2,6,5,5,3,3,6,5,7,2,0,6,2,1,1,7,4,3,2,2,1,4,4,6,5,6,7,3,5,1,2,4,3,5,1,7,4,3,6,3,8,4,1,5,3,0,4,2,4,3,3,4
"19",NA,3,6,4,5,1,4,7,7,2,5,4,6,5,4,5,4,5,6,2,7,6,3,5,0,2,1,3,4,5,1,2,1,5,1,7,2,6,4,5,2,6,6,4,5,2,4,6,0,5,6,7,4,6,7,5,10,3,3,1,1,1,3,2,6,2,1,4,5,4,5,4,3,1,1,8,3,3,1,3,3,4,3,4,7,2,1,5,2,3,7,2,2,3,3,3,5,5,4,4,3
"20",NA,4,6,2,3,1,5,9,4,9,5,4,3,5,2,4,7,5,5,5,2,2,1,4,3,5,3,3,3,3,1,5,3,10,8,3,3,7,2,5,5,3,3,2,5,3,4,4,3,8,10,8,8,4,4,5,6,5,7,6,1,4,5,4,5,6,4,6,2,3,5,6,6,5,3,7,7,3,9,4,1,8,3,7,7,2,6,3,5,3,7,5,4,4,1,6,6,3,2,2,3
"21",NA,5,7,5,2,3,7,7,8,6,2,7,8,5,3,4,6,4,4,4,12,7,7,5,4,4,3,3,1,3,7,8,5,5,11,6,6,3,5,9,6,3,13,5,2,4,3,8,4,6,9,9,4,15,4,12,11,8,5,3,6,10,2,7,7,7,2,4,7,5,6,5,5,7,2,7,7,4,4,4,6,9,7,4,6,0,4,4,5,5,3,7,6,2,5,4,5,6,8,8,2
"22",NA,4,6,5,3,0,10,11,7,9,4,6,7,9,5,7,9,5,3,9,9,7,4,3,4,5,4,8,6,7,3,8,10,8,12,7,5,3,5,9,9,6,10,10,7,6,5,8,3,8,10,8,5,9,5,11,8,8,7,8,8,10,9,2,12,9,2,6,9,5,11,4,9,11,5,9,7,3,10,5,6,10,13,4,7,2,3,11,5,4,5,7,7,6,4,15,4,9,3,3,4
"23",NA,8,10,6,4,5,7,13,7,11,8,6,5,6,11,9,8,8,5,8,4,8,6,9,2,5,7,5,5,6,1,7,6,9,10,10,4,7,8,4,4,7,11,10,10,3,9,10,5,9,11,10,10,10,5,12,9,17,10,9,5,5,5,6,15,13,4,7,10,4,12,7,13,11,4,15,5,5,4,6,8,14,8,7,11,5,6,11,11,8,10,7,6,9,6,14,6,5,7,6,4
"24",NA,10,7,9,7,5,10,7,12,14,7,9,7,7,12,9,15,8,6,12,6,5,10,8,5,7,7,7,8,7,1,13,10,11,12,8,9,6,12,9,4,8,15,10,10,5,10,16,8,11,16,8,9,11,7,10,11,19,9,12,9,15,6,9,20,13,6,7,11,4,16,6,19,13,5,14,8,5,9,10,7,18,9,8,14,9,6,11,7,8,7,8,11,6,7,12,8,5,8,9,4
"25",NA,8,13,8,6,4,10,17,13,12,11,7,11,12,9,13,13,7,10,16,12,18,12,7,6,7,5,12,5,10,4,10,11,12,14,11,9,12,13,13,10,12,14,16,11,11,11,13,8,12,15,7,13,11,3,22,10,15,8,11,15,11,5,14,16,14,8,9,11,5,10,14,9,14,7,15,7,8,16,8,12,20,8,12,15,3,11,12,8,9,6,8,13,11,7,12,8,8,6,6,5
"26",NA,12,16,7,11,7,14,20,12,16,9,9,14,15,18,17,15,10,13,12,10,15,14,13,5,13,10,13,14,14,6,11,10,22,16,11,9,10,14,13,9,17,19,15,19,16,9,14,15,14,19,15,15,13,10,20,11,22,7,23,15,16,8,7,14,13,8,16,10,4,13,11,19,20,8,20,13,10,14,14,9,18,13,13,18,5,8,15,11,11,10,8,7,11,9,19,16,7,10,10,9
"27",NA,17,20,11,10,10,16,21,13,20,19,16,10,18,14,19,15,15,8,18,12,16,12,17,7,13,11,14,13,10,6,12,13,12,21,10,15,19,22,12,14,14,21,20,16,8,12,13,16,17,22,19,18,17,8,20,19,25,13,21,16,17,10,13,16,16,11,10,15,9,11,13,18,20,16,24,20,13,20,11,17,21,13,11,16,5,11,12,12,10,17,11,10,11,9,16,18,8,11,9,9
"28",NA,16,15,17,12,8,25,25,14,21,15,13,17,18,17,19,15,16,21,12,19,17,9,23,9,13,13,13,20,14,10,12,13,26,21,18,18,14,18,14,12,18,20,22,15,14,12,19,16,24,31,19,16,18,11,17,18,19,15,26,15,21,8,9,20,19,10,12,18,11,13,15,27,20,12,22,19,11,17,15,18,20,21,13,20,9,13,23,17,11,12,12,13,14,9,22,17,11,16,17,12
"29",NA,16,15,11,12,10,23,23,18,21,20,14,16,21,21,20,21,18,20,12,23,20,11,24,12,15,14,18,19,10,7,17,18,26,23,18,21,10,22,21,21,19,27,17,23,15,14,22,19,18,23,27,25,28,10,26,24,20,16,28,18,19,9,14,23,22,11,12,24,11,20,19,22,20,11,25,20,13,24,15,15,18,20,15,24,13,17,24,19,13,16,11,13,15,9,25,19,14,13,17,12
"30",NA,16,22,16,17,14,26,28,15,24,18,16,17,24,18,22,19,16,21,15,19,26,11,20,7,18,14,18,20,14,10,18,14,21,31,23,20,17,23,29,17,17,26,21,24,15,19,28,18,22,37,21,27,27,15,32,23,21,22,30,27,24,9,17,26,22,15,12,22,10,20,20,30,17,16,21,27,15,27,17,16,24,21,13,27,9,18,27,14,17,21,15,15,21,9,29,22,10,21,17,16
"31",NA,23,22,17,13,11,28,31,18,27,20,23,21,19,23,26,26,22,18,21,29,29,14,26,13,21,14,29,22,16,13,18,19,24,29,28,27,21,29,25,26,23,32,22,21,19,26,26,19,29,34,32,22,30,18,37,25,30,20,33,29,24,22,18,32,23,13,17,25,10,18,24,33,17,18,26,22,19,28,18,22,31,27,19,23,9,16,30,18,22,21,17,14,21,19,25,22,9,24,23,15
"32",NA,21,30,19,13,15,25,34,24,26,23,29,20,30,25,26,33,24,27,22,20,26,12,24,12,18,18,24,23,21,15,21,18,20,27,24,16,19,34,25,25,21,28,27,29,19,29,23,28,32,38,20,32,31,20,26,29,27,21,28,29,22,17,13,31,30,17,22,18,15,22,22,31,20,25,31,29,18,24,23,24,26,25,20,24,11,22,29,20,22,22,20,19,22,22,23,22,16,27,22,14
"33",NA,24,33,23,24,17,34,45,28,26,23,27,23,31,23,34,24,21,20,24,30,30,15,32,19,19,19,27,27,20,13,30,34,27,32,29,35,24,28,26,22,29,34,21,28,20,26,25,24,38,36,26,29,35,16,29,29,32,22,28,30,29,23,23,31,28,20,23,25,16,22,32,33,22,21,33,27,19,25,23,28,29,32,21,27,16,22,40,16,17,21,23,22,22,19,36,31,15,26,27,20
"34",NA,26,31,25,17,18,31,47,26,32,24,35,21,32,30,30,40,26,24,21,31,22,21,31,17,20,23,36,27,19,22,22,34,27,35,29,29,27,32,28,27,23,33,29,24,21,25,28,26,32,42,28,24,41,23,35,26,34,27,32,34,31,20,27,33,27,19,19,26,21,23,24,36,28,22,31,36,23,36,20,27,31,34,30,31,20,21,42,18,25,19,26,28,25,19,33,27,21,29,21,19
"35",NA,27,31,28,17,18,31,32,20,32,28,32,22,31,30,37,34,30,36,27,32,40,20,32,24,21,20,40,24,26,18,27,30,40,31,30,29,24,41,29,25,32,35,28,37,23,29,27,28,33,39,26,35,34,18,41,33,36,31,33,41,37,16,26,34,30,26,26,29,22,25,29,47,32,24,35,36,24,33,23,27,35,32,21,34,14,22,38,26,22,26,25,24,25,24,40,33,17,31,32,21
"36",NA,34,31,30,20,18,28,50,24,33,28,35,26,37,32,33,28,35,31,27,36,32,21,42,21,25,24,36,28,23,20,31,29,38,37,37,34,29,35,32,35,34,40,39,32,23,40,31,34,34,50,32,41,37,26,39,31,45,30,39,36,35,27,29,35,29,23,25,34,20,28,33,46,31,32,38,35,20,33,27,28,34,36,33,33,18,26,40,24,25,26,27,29,29,24,38,36,19,32,34,20
"37",NA,29,37,30,24,20,40,41,27,34,37,35,31,34,28,39,36,30,35,36,41,25,24,40,22,28,27,36,35,30,23,31,29,37,42,41,33,38,47,35,38,30,37,35,37,22,32,37,31,41,40,40,37,37,27,42,36,38,30,31,41,33,31,37,40,33,23,30,31,24,34,39,47,34,31,45,33,26,37,28,30,38,38,30,36,28,27,45,28,25,28,28,32,27,24,31,39,22,28,36,22
"38",NA,30,33,36,22,19,41,41,31,40,38,35,33,35,31,43,39,38,33,32,40,36,22,42,27,28,25,28,29,29,26,29,34,43,48,39,35,39,45,39,35,33,46,41,34,22,45,38,34,39,49,36,43,37,26,39,37,46,35,37,36,45,28,32,37,33,28,27,38,25,29,30,53,28,29,48,42,30,40,27,35,43,32,34,40,19,33,51,28,24,26,32,29,26,25,42,42,24,31,43,20
"39",NA,34,33,36,27,22,40,51,29,36,33,40,32,39,37,39,36,31,43,40,40,38,26,44,22,34,24,45,33,30,26,33,36,41,41,49,32,35,48,35,36,30,49,38,44,22,34,40,42,43,42,41,48,39,28,42,40,38,35,38,39,50,29,31,45,36,28,29,40,27,33,40,50,35,29,41,38,22,42,24,30,46,35,38,45,22,33,51,28,36,29,29,32,30,24,45,43,25,31,36,27
"40",NA,32,40,34,25,27,42,41,30,46,43,40,32,51,42,37,32,48,36,34,42,52,24,51,27,36,29,47,36,29,28,35,40,44,44,40,35,37,49,39,37,36,46,44,45,24,37,36,40,41,46,36,37,45,29,43,32,49,36,41,37,45,30,36,45,36,32,29,36,22,33,40,48,44,35,50,40,30,44,26,42,43,43,34,47,25,29,42,26,30,31,35,33,37,33,45,43,26,37,37,28
"41",NA,34,50,43,27,28,51,53,27,42,34,43,37,46,42,45,42,41,43,43,41,35,30,50,21,30,32,45,39,34,24,40,47,47,50,48,43,35,46,35,40,35,43,47,47,28,42,50,45,39,46,45,47,43,32,49,36,37,38,48,45,44,25,41,44,43,29,31,30,29,36,41,54,44,33,47,46,31,43,32,41,47,39,42,44,25,34,48,28,32,36,29,36,35,37,50,49,32,36,42,31
"42",NA,37,38,36,24,24,40,51,33,47,43,44,37,40,37,48,45,42,36,41,47,47,28,45,24,33,33,44,35,33,31,37,45,41,48,53,41,39,49,45,46,36,57,46,52,26,40,49,44,44,47,46,53,47,32,44,38,44,44,49,44,46,40,42,49,38,30,30,42,37,32,48,48,40,37,55,48,34,47,32,45,46,41,38,51,31,32,49,34,31,41,35,36,34,29,49,45,30,44,44,33
"43",NA,37,46,39,27,29,44,52,32,46,39,50,33,50,41,45,48,39,42,42,48,41,25,47,32,33,35,46,35,38,29,40,43,46,49,53,41,47,53,52,39,41,52,46,44,33,41,45,51,51,60,45,45,53,37,45,44,48,41,47,55,49,28,39,50,42,36,31,51,32,36,44,55,48,32,53,47,36,45,36,39,50,47,40,45,24,33,52,29,33,42,35,39,38,32,52,49,33,41,39,32
"44",NA,42,42,46,28,26,47,54,30,52,42,44,36,52,36,46,42,44,36,42,54,47,30,52,31,41,34,47,41,37,33,40,42,47,51,46,48,50,51,43,51,41,49,41,51,26,47,47,37,46,52,40,49,46,37,50,47,51,37,46,40,47,36,36,49,41,35,32,45,37,42,47,57,41,38,52,46,32,47,31,51,53,43,40,48,29,40,51,34,33,38,36,37,41,36,47,47,26,40,45,33
"45",NA,41,46,49,28,31,50,53,32,50,45,51,42,51,46,47,46,47,42,45,52,44,36,46,33,38,35,50,40,38,34,43,42,47,51,51,47,49,57,51,49,38,53,49,55,29,48,56,47,45,53,42,48,49,33,47,43,51,49,60,51,43,40,46,48,44,33,41,45,32,37,54,57,43,41,49,45,31,48,31,49,49,48,43,55,32,40,54,43,34,43,41,53,40,39,53,53,32,43,44,35
"46",NA,37,42,37,27,31,49,55,40,52,42,47,38,43,45,52,43,51,45,47,47,45,31,54,38,38,38,46,40,36,35,42,49,46,48,50,53,54,50,52,46,49,55,49,50,37,53,47,48,51,59,46,52,57,40,52,49,53,52,52,54,55,41,44,56,40,35,36,49,41,38,50,58,47,42,50,50,39,47,36,44,56,44,44,47,34,42,48,37,37,41,38,44,39,38,48,52,30,48,50,32
"47",NA,45,56,49,30,28,51,51,41,54,48,49,40,51,53,53,53,49,46,47,52,49,34,52,31,46,37,54,36,39,39,48,49,51,50,52,49,49,63,56,47,39,54,53,50,32,53,54,49,46,52,53,63,55,36,53,49,53,51,58,51,48,34,46,48,43,33,39,45,42,47,49,58,49,35,60,46,41,48,36,53,57,53,47,54,37,41,57,41,43,41,41,42,43,42,52,48,32,48,53,39
